년도,축제이름,지역,검색량_비율,,,,,,,,
2014,해미읍성축제,경상북도,,,,,,,,,
2014,해미읍성축제,경기도,16,,,,,,,,
2014,해미읍성축제,서울특별시,15,,,,,,,,
2014,해미읍성축제,경상남도,,,,,,,,,
2015,해미읍성축제,충청남도,47,,,,,,,,
2015,해미읍성축제,대전광역시,20,,,,,,,,
2015,해미읍성축제,전라북도,,,,,,,,,
2015,해미읍성축제,충청북도,,,,,,,,,
2015,해미읍성축제,대구광역시,,,,,,,,,
2015,해미읍성축제,부산광역시,,,,,,,,,
2015,해미읍성축제,경상북도,,,,,,,,,
2015,해미읍성축제,경기도,16,,,,,,,,
2015,해미읍성축제,서울특별시,15,,,,,,,,
2015,해미읍성축제,경상남도,,,,,,,,,
2016,해미읍성축제,충청남도,47,,,,,,,,
2016,해미읍성축제,대전광역시,20,,,,,,,,
2016,해미읍성축제,전라북도,,,,,,,,,
2016,해미읍성축제,충청북도,,,,,,,,,
2016,해미읍성축제,대구광역시,,,,,,,,,
2016,해미읍성축제,부산광역시,,,,,,,,,
2016,해미읍성축제,경상북도,,,,,,,,,
2016,해미읍성축제,경기도,16,,,,,,,,
2016,해미읍성축제,서울특별시,15,,,,,,,,
2016,해미읍성축제,경상남도,,,,,,,,,
2017,해미읍성축제,충청남도,47,,,,,,,,
2017,해미읍성축제,대전광역시,20,,,,,,,,
2017,해미읍성축제,전라북도,,,,,,,,,
2017,해미읍성축제,충청북도,,,,,,,,,
2017,해미읍성축제,대구광역시,,,,,,,,,
2017,해미읍성축제,부산광역시,,,,,,,,,
2017,해미읍성축제,경상북도,,,,,,,,,
2017,해미읍성축제,경기도,16,,,,,,,,
2017,해미읍성축제,서울특별시,15,,,,,,,,
2017,해미읍성축제,경상남도,,,,,,,,,
2018,해미읍성축제,충청남도,47,,,,,,,,
2018,해미읍성축제,대전광역시,20,,,,,,,,
2018,해미읍성축제,전라북도,,,,,,,,,
2018,해미읍성축제,충청북도,,,,,,,,,
2018,해미읍성축제,대구광역시,,,,,,,,,
2018,해미읍성축제,부산광역시,,,,,,,,,
2018,해미읍성축제,경상북도,,,,,,,,,
2018,해미읍성축제,경기도,16,,,,,,,,
2018,해미읍성축제,서울특별시,15,,,,,,,,
2018,해미읍성축제,경상남도,,,,,,,,,
2019,해미읍성축제,충청남도,47,,,,,,,,
2019,해미읍성축제,대전광역시,20,,,,,,,,
2019,해미읍성축제,전라북도,,,,,,,,,
2019,해미읍성축제,충청북도,,,,,,,,,
2019,해미읍성축제,대구광역시,,,,,,,,,
2019,해미읍성축제,부산광역시,,,,,,,,,
2019,해미읍성축제,경상북도,,,,,,,,,
2019,해미읍성축제,경기도,16,,,,,,,,
2019,해미읍성축제,서울특별시,15,,,,,,,,
2019,해미읍성축제,경상남도,,,,,,,,,
2020,해미읍성축제,충청남도,47,,,,,,,,
2020,해미읍성축제,대전광역시,20,,,,,,,,
2020,해미읍성축제,전라북도,,,,,,,,,
2020,해미읍성축제,충청북도,,,,,,,,,
2020,해미읍성축제,대구광역시,,,,,,,,,
2020,해미읍성축제,부산광역시,,,,,,,,,
2020,해미읍성축제,경상북도,,,,,,,,,
2020,해미읍성축제,경기도,16,,,,,,,,
2020,해미읍성축제,서울특별시,15,,,,,,,,
2020,해미읍성축제,경상남도,,,,,,,,,
2021,해미읍성축제,충청남도,47,,,,,,,,
2021,해미읍성축제,대전광역시,20,,,,,,,,
2021,해미읍성축제,전라북도,,,,,,,,,
2021,해미읍성축제,충청북도,,,,,,,,,
2021,해미읍성축제,대구광역시,,,,,,,,,
2021,해미읍성축제,부산광역시,,,,,,,,,
2021,해미읍성축제,경상북도,,,,,,,,,
2021,해미읍성축제,경기도,16,,,,,,,,
2021,해미읍성축제,서울특별시,15,,,,,,,,
2021,해미읍성축제,경상남도,,,,,,,,,
2022,해미읍성축제,충청남도,47,,,,,,,,
2022,해미읍성축제,대전광역시,20,,,,,,,,
2022,해미읍성축제,전라북도,,,,,,,,,
2022,해미읍성축제,충청북도,,,,,,,,,
2022,해미읍성축제,대구광역시,,,,,,,,,
2022,해미읍성축제,부산광역시,,,,,,,,,
2022,해미읍성축제,경상북도,,,,,,,,,
2022,해미읍성축제,경기도,16,,,,,,,,
2022,해미읍성축제,서울특별시,15,,,,,,,,
2022,해미읍성축제,경상남도,,,,,,,,,
2023,해미읍성축제,충청남도,47,,,,,,,,
2023,해미읍성축제,대전광역시,20,,,,,,,,
2023,해미읍성축제,전라북도,,,,,,,,,
2023,해미읍성축제,충청북도,,,,,,,,,
2023,해미읍성축제,대구광역시,,,,,,,,,
2023,해미읍성축제,부산광역시,,,,,,,,,
2023,해미읍성축제,경상북도,,,,,,,,,
2023,해미읍성축제,경기도,16,,,,,,,,
2023,해미읍성축제,서울특별시,15,,,,,,,,
2023,해미읍성축제,경상남도,,,,,,,,,
2024,해미읍성축제,충청남도,47,,,,,,,,
2024,해미읍성축제,대전광역시,20,,,,,,,,
2024,해미읍성축제,전라북도,,,,,,,,,
2024,해미읍성축제,충청북도,,,,,,,,,
2024,해미읍성축제,대구광역시,,,,,,,,,
2024,해미읍성축제,부산광역시,,,,,,,,,
2024,해미읍성축제,경상북도,,,,,,,,,
2024,해미읍성축제,경기도,16,,,,,,,,
2024,해미읍성축제,서울특별시,15,,,,,,,,
2024,해미읍성축제,경상남도,,,,,,,,,
